city,pollutant,unit,year,value,n_stations
Abbotsford,CO,ppm,2005,0.34,1
Abbotsford,CO,ppm,2006,0.33,1
Abbotsford,CO,ppm,2007,0.29,1
Abbotsford,CO,ppm,2008,0.29,1
Abbotsford,CO,ppm,2009,0.26,1
Abbotsford,CO,ppm,2010,0.23,1
Abbotsford,CO,ppm,2011,0.22,1
Abbotsford,CO,ppm,2012,0.22,1
Abbotsford,CO,ppm,2013,0.2,2
Abbotsford,CO,ppm,2014,0.19,2
Abbotsford,CO,ppm,2015,0.21,2
Abbotsford,CO,ppm,2016,0.18,2
Abbotsford,CO,ppm,2017,0.18,2
Abbotsford,CO,ppm,2018,0.18,2
Abbotsford,CO,ppm,2019,0.17,2
Abbotsford,CO,ppm,2020,0.18,2
Abbotsford,CO,ppm,2021,0.13,1
Abbotsford,CO,ppm,2022,0.14,1
Abbotsford,CO,ppm,2023,0.17,1
Abbotsford,CO,ppm,2024,0.18,1
Calgary,CO,ppm,2005,0.42,3
Calgary,CO,ppm,2006,0.39,3
Calgary,CO,ppm,2007,0.34,3
Calgary,CO,ppm,2008,0.33,2
Calgary,CO,ppm,2009,0.28,3
Calgary,CO,ppm,2010,0.29,3
Calgary,CO,ppm,2011,0.23,2
Calgary,CO,ppm,2012,0.23,2
Calgary,CO,ppm,2013,0.21,2
Calgary,CO,ppm,2014,0.23,2
Calgary,CO,ppm,2015,0.21,2
Calgary,CO,ppm,2016,0.19,3
Calgary,CO,ppm,2017,0.2,2
Calgary,CO,ppm,2018,0.27,2
Calgary,CO,ppm,2019,0.22,3
Calgary,CO,ppm,2020,0.21,3
Calgary,CO,ppm,2021,0.22,3
Calgary,CO,ppm,2022,0.2,3
Calgary,CO,ppm,2023,0.26,3
Calgary,CO,ppm,2024,0.24,3
Edmonton,CO,ppm,2005,0.39,3
Edmonton,CO,ppm,2006,0.31,3
Edmonton,CO,ppm,2007,0.3,3
Edmonton,CO,ppm,2008,0.29,3
Edmonton,CO,ppm,2009,0.25,3
Edmonton,CO,ppm,2010,0.31,3
Edmonton,CO,ppm,2011,0.24,3
Edmonton,CO,ppm,2012,0.24,3
Edmonton,CO,ppm,2013,0.19,3
Edmonton,CO,ppm,2014,0.23,3
Edmonton,CO,ppm,2015,0.22,3
Edmonton,CO,ppm,2016,0.23,3
Edmonton,CO,ppm,2017,0.26,3
Edmonton,CO,ppm,2018,0.26,3
Edmonton,CO,ppm,2019,0.25,3
Edmonton,CO,ppm,2020,0.22,3
Edmonton,CO,ppm,2021,0.24,3
Edmonton,CO,ppm,2022,0.2,3
Edmonton,CO,ppm,2023,0.29,3
Edmonton,CO,ppm,2024,0.25,3
Fredericton,CO,ppm,2005,0.14,1
Fredericton,CO,ppm,2006,0.21,1
Fredericton,CO,ppm,2007,0.2,1
Fredericton,CO,ppm,2008,0.13,1
Fredericton,CO,ppm,2010,0.12,1
Fredericton,CO,ppm,2011,0.23,1
Fredericton,CO,ppm,2012,0.09,1
Fredericton,CO,ppm,2013,0.24,1
Fredericton,CO,ppm,2014,0.22,1
Fredericton,CO,ppm,2015,0.23,1
Fredericton,CO,ppm,2016,0.21,1
Halifax,CO,ppm,2006,0.03,1
Halifax,CO,ppm,2011,0.16,1
Halifax,CO,ppm,2012,0.18,1
Halifax,CO,ppm,2013,0.24,1
Halifax,CO,ppm,2015,0.2,1
Halifax,CO,ppm,2016,0.18,1
Halifax,CO,ppm,2017,0.12,1
Halifax,CO,ppm,2018,0.16,1
Halifax,CO,ppm,2019,0.12,1
Halifax,CO,ppm,2020,0.11,1
Halifax,CO,ppm,2021,0.09,1
Halifax,CO,ppm,2022,0.13,1
Halifax,CO,ppm,2023,0.16,1
Halifax,CO,ppm,2024,0.13,1
Hamilton,CO,ppm,2005,0.31,1
Hamilton,CO,ppm,2006,0.33,1
Hamilton,CO,ppm,2007,0.22,1
Hamilton,CO,ppm,2008,0.19,1
Hamilton,CO,ppm,2009,0.2,1
Hamilton,CO,ppm,2010,0.23,1
Hamilton,CO,ppm,2011,0.23,1
Hamilton,CO,ppm,2012,0.26,1
Hamilton,CO,ppm,2013,0.26,1
Hamilton,CO,ppm,2014,0.26,1
Hamilton,CO,ppm,2015,0.25,1
Hamilton,CO,ppm,2016,0.24,1
Hamilton,CO,ppm,2017,0.24,1
Hamilton,CO,ppm,2018,0.24,1
Hamilton,CO,ppm,2019,0.25,1
Hamilton,CO,ppm,2020,0.22,1
Hamilton,CO,ppm,2021,0.23,1
Hamilton,CO,ppm,2024,0.24,1
Kelowna,CO,ppm,2005,0.39,1
Kelowna,CO,ppm,2006,0.31,1
Kelowna,CO,ppm,2007,0.27,1
Kelowna,CO,ppm,2008,0.26,1
Kelowna,CO,ppm,2009,0.24,1
Kelowna,CO,ppm,2010,0.31,1
Kelowna,CO,ppm,2011,0.22,1
Kelowna,CO,ppm,2012,0.23,1
Kelowna,CO,ppm,2013,0.19,1
Kelowna,CO,ppm,2014,0.23,1
Kelowna,CO,ppm,2015,0.27,1
Kelowna,CO,ppm,2016,0.24,1
Kelowna,CO,ppm,2017,0.25,1
Kelowna,CO,ppm,2018,0.26,1
Kelowna,CO,ppm,2020,0.23,1
Kelowna,CO,ppm,2021,0.28,1
Kelowna,CO,ppm,2022,0.17,1
Kelowna,CO,ppm,2023,0.22,1
Kelowna,CO,ppm,2024,0.18,1
London,CO,ppm,2005,0.17,1
London,CO,ppm,2006,0.19,1
London,CO,ppm,2007,0.16,1
London,CO,ppm,2008,0.16,1
London,CO,ppm,2009,0.16,1
London,CO,ppm,2010,0.2,1
Moncton,CO,ppm,2005,0.34,1
Moncton,CO,ppm,2006,0.24,1
Moncton,CO,ppm,2007,0.24,1
Moncton,CO,ppm,2008,0.27,1
Moncton,CO,ppm,2009,0.26,1
Moncton,CO,ppm,2010,0.25,1
Moncton,CO,ppm,2012,0.07,1
Moncton,CO,ppm,2013,0.17,1
Moncton,CO,ppm,2014,0.17,1
Moncton,CO,ppm,2015,0.19,1
Moncton,CO,ppm,2016,0.18,1
Moncton,CO,ppm,2017,0.18,1
Moncton,CO,ppm,2018,0.19,1
Moncton,CO,ppm,2019,0.19,1
Moncton,CO,ppm,2020,0.17,1
Moncton,CO,ppm,2021,0.19,1
Moncton,CO,ppm,2022,0.17,1
Moncton,CO,ppm,2023,0.2,1
Moncton,CO,ppm,2024,0.18,1
Montréal,CO,ppm,2005,0.36,5
Montréal,CO,ppm,2006,0.36,6
Montréal,CO,ppm,2007,0.26,6
Montréal,CO,ppm,2008,0.18,3
Montréal,CO,ppm,2009,0.22,4
Montréal,CO,ppm,2010,0.22,5
Montréal,CO,ppm,2011,0.25,5
Montréal,CO,ppm,2012,0.26,4
Montréal,CO,ppm,2013,0.34,3
Montréal,CO,ppm,2014,0.28,4
Montréal,CO,ppm,2015,0.27,4
Montréal,CO,ppm,2016,0.23,4
Montréal,CO,ppm,2017,0.23,4
Montréal,CO,ppm,2018,0.22,4
Montréal,CO,ppm,2019,0.21,5
Montréal,CO,ppm,2020,0.2,5
Montréal,CO,ppm,2021,0.21,5
Montréal,CO,ppm,2022,0.21,4
Montréal,CO,ppm,2023,0.24,3
Montréal,CO,ppm,2024,0.22,3
Ottawa–Gatineau,CO,ppm,2005,0.38,2
Ottawa–Gatineau,CO,ppm,2006,0.29,2
Ottawa–Gatineau,CO,ppm,2007,0.31,1
Ottawa–Gatineau,CO,ppm,2008,0.28,3
Ottawa–Gatineau,CO,ppm,2009,0.26,2
Ottawa–Gatineau,CO,ppm,2010,0.24,2
Ottawa–Gatineau,CO,ppm,2011,0.25,2
Ottawa–Gatineau,CO,ppm,2012,0.23,2
Ottawa–Gatineau,CO,ppm,2013,0.21,2
Ottawa–Gatineau,CO,ppm,2014,0.2,2
Ottawa–Gatineau,CO,ppm,2015,0.21,2
Ottawa–Gatineau,CO,ppm,2016,0.2,2
Ottawa–Gatineau,CO,ppm,2017,0.19,1
Ottawa–Gatineau,CO,ppm,2018,0.19,2
Ottawa–Gatineau,CO,ppm,2019,0.18,2
Ottawa–Gatineau,CO,ppm,2020,0.18,2
Ottawa–Gatineau,CO,ppm,2021,0.19,1
Québec City,CO,ppm,2005,0.36,1
Québec City,CO,ppm,2006,0.33,1
Québec City,CO,ppm,2007,0.29,1
Québec City,CO,ppm,2008,0.2,1
Québec City,CO,ppm,2009,0.17,1
Québec City,CO,ppm,2010,0.25,1
Québec City,CO,ppm,2011,0.26,1
Québec City,CO,ppm,2012,0.24,1
Québec City,CO,ppm,2013,0.22,1
Québec City,CO,ppm,2014,0.22,1
Québec City,CO,ppm,2015,0.22,1
Québec City,CO,ppm,2016,0.21,1
Québec City,CO,ppm,2017,0.21,1
Québec City,CO,ppm,2018,0.21,1
Québec City,CO,ppm,2019,0.2,1
Québec City,CO,ppm,2020,0.3,2
Québec City,CO,ppm,2021,0.26,2
Québec City,CO,ppm,2022,0.24,2
Québec City,CO,ppm,2023,0.28,2
Québec City,CO,ppm,2024,0.26,2
Regina,CO,ppm,2005,0.41,1
Regina,CO,ppm,2006,0.54,1
Regina,CO,ppm,2008,0.26,1
Regina,CO,ppm,2010,0.22,1
Regina,CO,ppm,2011,0.24,1
Regina,CO,ppm,2012,0.28,1
Regina,CO,ppm,2013,0.25,1
Regina,CO,ppm,2014,0.26,1
Regina,CO,ppm,2015,0.2,1
Regina,CO,ppm,2016,0.17,1
Regina,CO,ppm,2017,0.17,1
Regina,CO,ppm,2019,0.17,1
Regina,CO,ppm,2020,0.16,1
Regina,CO,ppm,2021,0.18,1
Regina,CO,ppm,2022,0.16,1
Regina,CO,ppm,2023,0.2,1
Regina,CO,ppm,2024,0.18,1
Saint John,CO,ppm,2005,0.37,1
Saint John,CO,ppm,2006,0.51,1
Saint John,CO,ppm,2007,0.21,1
Saint John,CO,ppm,2009,0.27,1
Saint John,CO,ppm,2013,0.2,1
Saint John,CO,ppm,2014,0.19,1
Saint John,CO,ppm,2015,0.19,1
Saint John,CO,ppm,2017,0.16,1
Saint John,CO,ppm,2018,0.16,1
Saint John,CO,ppm,2019,0.16,1
Saint John,CO,ppm,2020,0.16,1
Saint John,CO,ppm,2021,0.17,1
Saint John,CO,ppm,2022,0.15,1
Saint John,CO,ppm,2023,0.17,1
Saint John,CO,ppm,2024,0.16,1
Saskatoon,CO,ppm,2007,0.29,1
Saskatoon,CO,ppm,2008,0.12,1
Saskatoon,CO,ppm,2009,0.18,1
Saskatoon,CO,ppm,2010,0.17,1
Saskatoon,CO,ppm,2011,0.24,1
Saskatoon,CO,ppm,2012,0.26,1
Saskatoon,CO,ppm,2016,0.21,1
Saskatoon,CO,ppm,2017,0.19,1
Saskatoon,CO,ppm,2018,0.19,1
Saskatoon,CO,ppm,2020,0.17,1
Saskatoon,CO,ppm,2021,0.2,1
Saskatoon,CO,ppm,2022,0.16,1
Saskatoon,CO,ppm,2023,0.21,1
St. John's,CO,ppm,2005,0.26,2
St. John's,CO,ppm,2006,0.28,2
St. John's,CO,ppm,2007,0.82,2
St. John's,CO,ppm,2008,0.25,2
St. John's,CO,ppm,2009,0.13,2
St. John's,CO,ppm,2010,0.2,2
St. John's,CO,ppm,2011,0.28,2
St. John's,CO,ppm,2012,0.2,2
St. John's,CO,ppm,2013,0.19,1
St. John's,CO,ppm,2014,0.23,2
St. John's,CO,ppm,2015,0.19,2
St. John's,CO,ppm,2016,0.15,2
St. John's,CO,ppm,2017,0.22,2
St. John's,CO,ppm,2018,0.17,2
St. John's,CO,ppm,2019,0.16,1
St. John's,CO,ppm,2020,0.16,2
St. John's,CO,ppm,2021,0.14,1
St. John's,CO,ppm,2022,0.15,2
St. John's,CO,ppm,2023,0.16,2
St. John's,CO,ppm,2024,0.16,1
Toronto,CO,ppm,2005,0.35,2
Toronto,CO,ppm,2006,0.34,2
Toronto,CO,ppm,2007,0.24,2
Toronto,CO,ppm,2008,0.16,2
Toronto,CO,ppm,2009,0.2,2
Toronto,CO,ppm,2010,0.24,2
Toronto,CO,ppm,2011,0.2,1
Toronto,CO,ppm,2012,0.26,1
Toronto,CO,ppm,2013,0.25,1
Toronto,CO,ppm,2014,0.26,1
Toronto,CO,ppm,2015,0.25,1
Toronto,CO,ppm,2016,0.29,2
Toronto,CO,ppm,2017,0.27,3
Toronto,CO,ppm,2018,0.26,3
Toronto,CO,ppm,2019,0.26,3
Toronto,CO,ppm,2020,0.23,3
Toronto,CO,ppm,2021,0.26,3
Toronto,CO,ppm,2022,0.25,3
Toronto,CO,ppm,2023,0.28,3
Toronto,CO,ppm,2024,0.26,3
Vancouver,CO,ppm,2005,0.45,5
Vancouver,CO,ppm,2006,0.4,5
Vancouver,CO,ppm,2007,0.31,5
Vancouver,CO,ppm,2008,0.28,5
Vancouver,CO,ppm,2009,0.26,5
Vancouver,CO,ppm,2010,0.24,4
Vancouver,CO,ppm,2011,0.21,16
Vancouver,CO,ppm,2012,0.21,17
Vancouver,CO,ppm,2013,0.21,17
Vancouver,CO,ppm,2014,0.23,4
Vancouver,CO,ppm,2015,0.24,4
Vancouver,CO,ppm,2016,0.26,5
Vancouver,CO,ppm,2017,0.26,5
Vancouver,CO,ppm,2018,0.23,3
Vancouver,CO,ppm,2019,0.24,5
Vancouver,CO,ppm,2020,0.24,3
Vancouver,CO,ppm,2021,0.23,3
Vancouver,CO,ppm,2022,0.21,11
Vancouver,CO,ppm,2023,0.2,10
Vancouver,CO,ppm,2024,0.2,11
Victoria,CO,ppm,2005,0.39,1
Victoria,CO,ppm,2006,0.6,1
Victoria,CO,ppm,2008,0.42,2
Victoria,CO,ppm,2013,0.27,1
Victoria,CO,ppm,2014,0.23,1
Victoria,CO,ppm,2015,0.27,1
Victoria,CO,ppm,2016,0.24,1
Victoria,CO,ppm,2017,0.24,1
Victoria,CO,ppm,2018,0.22,1
Victoria,CO,ppm,2019,0.19,1
Victoria,CO,ppm,2020,0.22,1
Victoria,CO,ppm,2021,0.17,1
Victoria,CO,ppm,2023,0.14,1
Victoria,CO,ppm,2024,0.16,1
Windsor,CO,ppm,2005,0.2,1
Windsor,CO,ppm,2006,0.3,1
Windsor,CO,ppm,2007,0.24,1
Windsor,CO,ppm,2008,0.2,1
Windsor,CO,ppm,2009,0.21,1
Windsor,CO,ppm,2010,0.25,1
Windsor,CO,ppm,2011,0.26,1
Windsor,CO,ppm,2012,0.26,1
Windsor,CO,ppm,2013,0.26,1
Windsor,CO,ppm,2014,0.27,1
Windsor,CO,ppm,2015,0.26,1
Windsor,CO,ppm,2016,0.25,1
Windsor,CO,ppm,2017,0.24,1
Windsor,CO,ppm,2018,0.25,1
Windsor,CO,ppm,2019,0.24,1
Windsor,CO,ppm,2020,0.21,1
Windsor,CO,ppm,2021,0.24,1
Windsor,CO,ppm,2022,0.22,1
Windsor,CO,ppm,2023,0.25,1
Windsor,CO,ppm,2024,0.21,1
Winnipeg,CO,ppm,2005,0.25,2
Winnipeg,CO,ppm,2006,0.29,2
Winnipeg,CO,ppm,2007,0.38,2
Winnipeg,CO,ppm,2008,0.45,1
Winnipeg,CO,ppm,2009,0.41,2
Winnipeg,CO,ppm,2010,0.21,2
Winnipeg,CO,ppm,2011,0.23,2
Winnipeg,CO,ppm,2012,0.33,2
Winnipeg,CO,ppm,2013,0.2,2
Winnipeg,CO,ppm,2014,0.22,1
Winnipeg,CO,ppm,2015,0.2,2
Winnipeg,CO,ppm,2016,0.28,1
Winnipeg,CO,ppm,2018,0.03,1
Winnipeg,CO,ppm,2019,0.02,1
Winnipeg,CO,ppm,2020,0.01,1
Yellowknife,CO,ppm,2005,0.1,1
Yellowknife,CO,ppm,2006,0.15,1
Yellowknife,CO,ppm,2007,0.39,1
Yellowknife,CO,ppm,2008,0.22,1
Yellowknife,CO,ppm,2009,0.32,1
Yellowknife,CO,ppm,2010,0.15,1
Yellowknife,CO,ppm,2011,0.18,1
Yellowknife,CO,ppm,2012,0.42,1
Yellowknife,CO,ppm,2013,0.39,1
Yellowknife,CO,ppm,2014,0.26,1
Yellowknife,CO,ppm,2015,0.34,1
Yellowknife,CO,ppm,2016,0.37,1
Yellowknife,CO,ppm,2017,0.19,1
Yellowknife,CO,ppm,2018,0.16,1
Yellowknife,CO,ppm,2019,0.17,1
Yellowknife,CO,ppm,2020,0.15,1
Yellowknife,CO,ppm,2021,0.19,1
Yellowknife,CO,ppm,2022,0.15,1
Yellowknife,CO,ppm,2023,0.63,1
Abbotsford,NO2,ppb,2005,10.35,2
Abbotsford,NO2,ppb,2006,9.65,2
Abbotsford,NO2,ppb,2007,9.35,2
Abbotsford,NO2,ppb,2008,9.15,2
Abbotsford,NO2,ppb,2009,9.35,2
Abbotsford,NO2,ppb,2010,9.1,1
Abbotsford,NO2,ppb,2011,8.7,1
Abbotsford,NO2,ppb,2012,9.2,1
Abbotsford,NO2,ppb,2013,8.15,2
Abbotsford,NO2,ppb,2014,7.4,2
Abbotsford,NO2,ppb,2015,8.65,2
Abbotsford,NO2,ppb,2016,7.2,2
Abbotsford,NO2,ppb,2017,8.4,2
Abbotsford,NO2,ppb,2018,8.2,2
Abbotsford,NO2,ppb,2019,7.85,2
Abbotsford,NO2,ppb,2020,7.0,2
Abbotsford,NO2,ppb,2021,6.8,2
Abbotsford,NO2,ppb,2022,7.55,2
Abbotsford,NO2,ppb,2023,7.4,2
Abbotsford,NO2,ppb,2024,6.5,2
Calgary,NO2,ppb,2005,20.07,3
Calgary,NO2,ppb,2006,19.7,3
Calgary,NO2,ppb,2007,19.03,3
Calgary,NO2,ppb,2008,17.2,2
Calgary,NO2,ppb,2009,18.83,3
Calgary,NO2,ppb,2010,17.57,3
Calgary,NO2,ppb,2011,13.7,2
Calgary,NO2,ppb,2012,12.1,2
Calgary,NO2,ppb,2013,13.65,2
Calgary,NO2,ppb,2014,15.0,2
Calgary,NO2,ppb,2015,12.0,2
Calgary,NO2,ppb,2016,12.17,3
Calgary,NO2,ppb,2017,12.6,3
Calgary,NO2,ppb,2018,15.8,2
Calgary,NO2,ppb,2019,12.9,3
Calgary,NO2,ppb,2020,12.17,3
Calgary,NO2,ppb,2021,11.8,3
Calgary,NO2,ppb,2022,11.57,3
Calgary,NO2,ppb,2023,13.8,3
Calgary,NO2,ppb,2024,12.33,3
Charlottetown,NO2,ppb,2014,2.0,1
Charlottetown,NO2,ppb,2015,1.9,1
Charlottetown,NO2,ppb,2016,1.9,1
Charlottetown,NO2,ppb,2017,1.8,1
Charlottetown,NO2,ppb,2018,1.8,1
Charlottetown,NO2,ppb,2019,2.3,1
Charlottetown,NO2,ppb,2020,1.6,1
Charlottetown,NO2,ppb,2021,1.7,1
Charlottetown,NO2,ppb,2022,1.5,1
Charlottetown,NO2,ppb,2023,1.5,1
Charlottetown,NO2,ppb,2024,1.0,1
Edmonton,NO2,ppb,2005,18.43,3
Edmonton,NO2,ppb,2006,16.7,3
Edmonton,NO2,ppb,2007,15.97,3
Edmonton,NO2,ppb,2008,15.97,3
Edmonton,NO2,ppb,2009,16.07,3
Edmonton,NO2,ppb,2010,15.07,3
Edmonton,NO2,ppb,2011,14.07,3
Edmonton,NO2,ppb,2012,13.97,3
Edmonton,NO2,ppb,2013,14.67,3
Edmonton,NO2,ppb,2014,13.07,3
Edmonton,NO2,ppb,2015,13.2,4
Edmonton,NO2,ppb,2016,12.05,4
Edmonton,NO2,ppb,2017,13.45,4
Edmonton,NO2,ppb,2018,13.38,4
Edmonton,NO2,ppb,2019,12.45,4
Edmonton,NO2,ppb,2020,12.02,5
Edmonton,NO2,ppb,2021,11.57,4
Edmonton,NO2,ppb,2022,11.93,4
Edmonton,NO2,ppb,2023,12.63,4
Edmonton,NO2,ppb,2024,11.5,4
Fredericton,NO2,ppb,2005,3.7,1
Fredericton,NO2,ppb,2006,3.1,1
Fredericton,NO2,ppb,2007,3.6,1
Fredericton,NO2,ppb,2008,3.3,1
Fredericton,NO2,ppb,2010,2.8,1
Fredericton,NO2,ppb,2011,3.4,1
Fredericton,NO2,ppb,2012,2.4,1
Fredericton,NO2,ppb,2013,3.4,1
Fredericton,NO2,ppb,2014,3.2,1
Fredericton,NO2,ppb,2015,3.2,1
Fredericton,NO2,ppb,2016,2.4,1
Fredericton,NO2,ppb,2018,1.8,1
Fredericton,NO2,ppb,2019,2.5,1
Fredericton,NO2,ppb,2020,2.7,1
Fredericton,NO2,ppb,2021,2.2,1
Fredericton,NO2,ppb,2022,2.5,1
Fredericton,NO2,ppb,2023,2.3,1
Fredericton,NO2,ppb,2024,2.0,1
Halifax,NO2,ppb,2006,15.7,1
Halifax,NO2,ppb,2007,14.2,1
Halifax,NO2,ppb,2008,8.7,1
Halifax,NO2,ppb,2010,12.5,1
Halifax,NO2,ppb,2011,6.95,2
Halifax,NO2,ppb,2012,6.45,2
Halifax,NO2,ppb,2013,6.0,2
Halifax,NO2,ppb,2014,1.7,1
Halifax,NO2,ppb,2015,5.8,2
Halifax,NO2,ppb,2016,5.05,2
Halifax,NO2,ppb,2017,4.0,2
Halifax,NO2,ppb,2018,3.35,2
Halifax,NO2,ppb,2019,4.4,2
Halifax,NO2,ppb,2020,3.95,2
Halifax,NO2,ppb,2021,3.0,2
Halifax,NO2,ppb,2022,3.0,2
Halifax,NO2,ppb,2023,3.1,2
Halifax,NO2,ppb,2024,3.0,2
Hamilton,NO2,ppb,2005,19.3,1
Hamilton,NO2,ppb,2006,17.0,1
Hamilton,NO2,ppb,2007,14.45,2
Hamilton,NO2,ppb,2008,12.6,2
Hamilton,NO2,ppb,2009,11.75,2
Hamilton,NO2,ppb,2010,10.8,2
Hamilton,NO2,ppb,2011,12.17,3
Hamilton,NO2,ppb,2012,10.87,3
Hamilton,NO2,ppb,2013,11.37,3
Hamilton,NO2,ppb,2014,11.47,3
Hamilton,NO2,ppb,2015,11.13,3
Hamilton,NO2,ppb,2016,10.53,3
Hamilton,NO2,ppb,2017,10.03,3
Hamilton,NO2,ppb,2018,10.13,3
Hamilton,NO2,ppb,2019,10.87,3
Hamilton,NO2,ppb,2020,8.77,3
Hamilton,NO2,ppb,2021,8.83,3
Hamilton,NO2,ppb,2022,8.83,3
Hamilton,NO2,ppb,2023,7.83,3
Hamilton,NO2,ppb,2024,8.33,3
Kelowna,NO2,ppb,2005,9.3,1
Kelowna,NO2,ppb,2006,9.8,1
Kelowna,NO2,ppb,2007,8.9,1
Kelowna,NO2,ppb,2008,9.2,1
Kelowna,NO2,ppb,2010,8.2,1
Kelowna,NO2,ppb,2011,7.4,1
Kelowna,NO2,ppb,2012,7.6,1
Kelowna,NO2,ppb,2013,5.9,1
Kelowna,NO2,ppb,2014,6.7,1
Kelowna,NO2,ppb,2015,7.1,1
Kelowna,NO2,ppb,2016,6.8,1
Kelowna,NO2,ppb,2017,7.6,1
Kelowna,NO2,ppb,2018,7.2,1
Kelowna,NO2,ppb,2020,5.8,1
Kelowna,NO2,ppb,2021,5.8,1
Kelowna,NO2,ppb,2022,5.4,1
Kelowna,NO2,ppb,2023,5.5,1
Kelowna,NO2,ppb,2024,5.0,1
Kitchener–Waterloo,NO2,ppb,2005,12.9,1
Kitchener–Waterloo,NO2,ppb,2006,10.8,1
Kitchener–Waterloo,NO2,ppb,2007,9.7,1
Kitchener–Waterloo,NO2,ppb,2008,9.0,1
Kitchener–Waterloo,NO2,ppb,2009,8.6,1
Kitchener–Waterloo,NO2,ppb,2010,7.7,1
Kitchener–Waterloo,NO2,ppb,2011,7.7,1
Kitchener–Waterloo,NO2,ppb,2012,7.1,1
Kitchener–Waterloo,NO2,ppb,2013,6.7,1
Kitchener–Waterloo,NO2,ppb,2014,7.0,1
Kitchener–Waterloo,NO2,ppb,2015,6.8,1
Kitchener–Waterloo,NO2,ppb,2016,6.2,1
Kitchener–Waterloo,NO2,ppb,2017,5.8,1
Kitchener–Waterloo,NO2,ppb,2018,5.8,1
Kitchener–Waterloo,NO2,ppb,2019,6.2,1
Kitchener–Waterloo,NO2,ppb,2020,4.9,1
Kitchener–Waterloo,NO2,ppb,2021,4.8,1
Kitchener–Waterloo,NO2,ppb,2022,5.4,1
Kitchener–Waterloo,NO2,ppb,2023,5.0,1
Kitchener–Waterloo,NO2,ppb,2024,5.0,1
London,NO2,ppb,2005,14.1,1
London,NO2,ppb,2006,12.3,1
London,NO2,ppb,2007,11.7,1
London,NO2,ppb,2008,10.8,1
London,NO2,ppb,2009,9.0,1
London,NO2,ppb,2010,8.8,1
London,NO2,ppb,2011,8.3,1
London,NO2,ppb,2012,6.3,1
London,NO2,ppb,2013,6.4,1
London,NO2,ppb,2014,6.9,1
London,NO2,ppb,2015,6.6,1
London,NO2,ppb,2016,5.4,1
London,NO2,ppb,2017,5.8,1
London,NO2,ppb,2018,5.4,1
London,NO2,ppb,2019,5.8,1
London,NO2,ppb,2020,4.5,1
London,NO2,ppb,2021,5.2,1
London,NO2,ppb,2022,4.9,1
London,NO2,ppb,2023,4.9,1
London,NO2,ppb,2024,5.0,1
Moncton,NO2,ppb,2005,5.1,1
Moncton,NO2,ppb,2007,4.5,1
Moncton,NO2,ppb,2008,4.4,1
Moncton,NO2,ppb,2009,5.1,1
Moncton,NO2,ppb,2010,4.8,1
Moncton,NO2,ppb,2011,5.9,1
Moncton,NO2,ppb,2012,4.5,1
Moncton,NO2,ppb,2013,5.2,1
Moncton,NO2,ppb,2014,5.2,1
Moncton,NO2,ppb,2015,5.6,1
Moncton,NO2,ppb,2016,3.7,1
Moncton,NO2,ppb,2017,3.8,1
Moncton,NO2,ppb,2018,3.4,1
Moncton,NO2,ppb,2019,3.6,1
Moncton,NO2,ppb,2020,3.1,1
Moncton,NO2,ppb,2021,3.5,1
Moncton,NO2,ppb,2022,3.5,1
Moncton,NO2,ppb,2023,3.4,1
Moncton,NO2,ppb,2024,3.0,1
Montréal,NO2,ppb,2005,17.71,7
Montréal,NO2,ppb,2006,14.5,9
Montréal,NO2,ppb,2007,14.57,9
Montréal,NO2,ppb,2008,15.6,7
Montréal,NO2,ppb,2009,13.29,9
Montréal,NO2,ppb,2010,12.27,9
Montréal,NO2,ppb,2011,12.39,10
Montréal,NO2,ppb,2012,10.99,10
Montréal,NO2,ppb,2013,10.69,9
Montréal,NO2,ppb,2014,10.23,10
Montréal,NO2,ppb,2015,10.04,8
Montréal,NO2,ppb,2016,9.39,10
Montréal,NO2,ppb,2017,9.74,9
Montréal,NO2,ppb,2018,9.91,9
Montréal,NO2,ppb,2019,9.07,9
Montréal,NO2,ppb,2020,8.16,10
Montréal,NO2,ppb,2021,8.03,10
Montréal,NO2,ppb,2022,8.44,9
Montréal,NO2,ppb,2023,7.97,9
Montréal,NO2,ppb,2024,7.44,9
Ottawa–Gatineau,NO2,ppb,2005,9.9,2
Ottawa–Gatineau,NO2,ppb,2006,8.4,2
Ottawa–Gatineau,NO2,ppb,2007,8.13,3
Ottawa–Gatineau,NO2,ppb,2008,9.37,3
Ottawa–Gatineau,NO2,ppb,2009,7.7,3
Ottawa–Gatineau,NO2,ppb,2010,6.73,3
Ottawa–Gatineau,NO2,ppb,2011,7.13,3
Ottawa–Gatineau,NO2,ppb,2012,6.83,3
Ottawa–Gatineau,NO2,ppb,2013,6.93,3
Ottawa–Gatineau,NO2,ppb,2014,6.33,3
Ottawa–Gatineau,NO2,ppb,2015,6.27,3
Ottawa–Gatineau,NO2,ppb,2016,6.13,3
Ottawa–Gatineau,NO2,ppb,2017,5.93,3
Ottawa–Gatineau,NO2,ppb,2018,6.4,2
Ottawa–Gatineau,NO2,ppb,2019,6.0,2
Ottawa–Gatineau,NO2,ppb,2020,5.2,2
Ottawa–Gatineau,NO2,ppb,2021,4.95,2
Ottawa–Gatineau,NO2,ppb,2022,5.25,2
Ottawa–Gatineau,NO2,ppb,2023,4.65,2
Ottawa–Gatineau,NO2,ppb,2024,4.0,2
Québec City,NO2,ppb,2005,12.6,1
