country_code,year,govt_revenue,country_name
CHE,2014,32.3034777847459,Switzerland
CHE,2015,33.4475617197902,Switzerland
CHE,2016,33.4059521414894,Switzerland
CHE,2017,33.9380434724034,Switzerland
CHE,2018,33.4003348112494,Switzerland
CHE,2019,33.6107386696115,Switzerland
CHE,2020,34.8231241604403,Switzerland
CHE,2021,33.5817654194205,Switzerland
CHE,2022,32.7267096493782,Switzerland
CHE,2023,32.5218218472634,Switzerland
CHE,2024,32.9875341151401,Switzerland
CHE,2025,33.7234537276179,Switzerland
CHE,2026,34.0268254451762,Switzerland
DEU,2000,46.3375470213401,Germany
DEU,2001,44.4686785580101,Germany
DEU,2002,44.0847849953638,Germany
DEU,2003,44.6157116045792,Germany
DEU,2004,43.6855659392264,Germany
DEU,2005,43.5566270123363,Germany
DEU,2006,43.5395110277515,Germany
DEU,2007,43.6374950207303,Germany
DEU,2008,44.2181939957633,Germany
DEU,2009,45.1686402321651,Germany
DEU,2010,43.7995749120722,Germany
DEU,2011,44.510503990306,Germany
DEU,2012,45.0254855647262,Germany
DEU,2013,45.2109913831385,Germany
DEU,2014,45.1690539236267,Germany
DEU,2015,45.4399910775598,Germany
DEU,2016,45.9404354565931,Germany
DEU,2017,45.8195633498149,Germany
DEU,2018,46.4694722528691,Germany
DEU,2019,46.7777907907046,Germany
DEU,2020,46.8272978552084,Germany
DEU,2021,47.6203686436467,Germany
DEU,2022,46.7781063588216,Germany
DEU,2023,45.6357247627868,Germany
DEU,2024,46.7380782140911,Germany
DEU,2025,47.7988609715243,Germany
DEU,2026,47.7066697904342,Germany
DNK,2000,54.6610500036298,Denmark
DNK,2001,54.1222547907309,Denmark
DNK,2002,53.349490302152,Denmark
DNK,2003,53.6406696458465,Denmark
DNK,2004,55.0245192530286,Denmark
DNK,2005,56.2567176319685,Denmark
DNK,2006,54.9972458445526,Denmark
DNK,2007,54.7628195920191,Denmark
DNK,2008,53.7453058526669,Denmark
DNK,2009,53.58273820498,Denmark
DNK,2010,53.9946644655238,Denmark
DNK,2011,54.5246980451261,Denmark
DNK,2012,54.703060025927,Denmark
DNK,2013,54.6364679613278,Denmark
DNK,2014,56.5297638907373,Denmark
DNK,2015,53.523096560192,Denmark
DNK,2016,52.6541214507658,Denmark
DNK,2017,52.2904029287419,Denmark
DNK,2018,51.564795592724,Denmark
DNK,2019,54.0903007141145,Denmark
DNK,2020,53.7021379323353,Denmark
DNK,2021,53.7837422064197,Denmark
DNK,2022,48.4783577421458,Denmark
DNK,2023,50.8282864803028,Denmark
DNK,2024,51.7881203625404,Denmark
DNK,2025,50.8804342438914,Denmark
DNK,2026,49.971112220581,Denmark
FIN,2000,54.8208760429956,Finland
FIN,2001,52.2587872459599,Finland
FIN,2002,52.5431150633253,Finland
FIN,2003,51.7757095587751,Finland
FIN,2004,51.3383435911327,Finland
FIN,2005,51.6779420159596,Finland
FIN,2006,52.0516484342912,Finland
FIN,2007,51.6815550174009,Finland
FIN,2008,52.0558241056767,Finland
FIN,2009,51.6108619693509,Finland
FIN,2010,51.4432863665113,Finland
FIN,2011,52.8193063671549,Finland
FIN,2012,53.5462974977293,Finland
FIN,2013,54.5845884705917,Finland
FIN,2014,54.6302008695441,Finland
FIN,2015,53.3164915886428,Finland
FIN,2016,53.4023744072095,Finland
FIN,2017,52.2202344396679,Finland
FIN,2018,51.7940535995343,Finland
FIN,2019,51.6652831232863,Finland
FIN,2020,50.918620736335,Finland
FIN,2021,52.4613690083775,Finland
FIN,2022,52.4575873147087,Finland
FIN,2023,53.0426182670647,Finland
FIN,2024,53.3943258813724,Finland
FIN,2025,54.0538902947572,Finland
FIN,2026,53.2323944999783,Finland
FRA,2000,51.2375246849563,France
FRA,2001,51.3657283824843,France
FRA,2002,50.6812760279788,France
FRA,2003,50.1885945212254,France
FRA,2004,50.5394166900824,France
FRA,2005,50.7995289828298,France
FRA,2006,51.0327609545771,France
FRA,2007,50.6035180398988,France
FRA,2008,50.8030205194794,France
FRA,2009,50.5835229535549,France
FRA,2010,50.6142943470195,France
FRA,2011,51.7383691688152,France
FRA,2012,52.7279817100554,France
FRA,2013,53.5829076335728,France
FRA,2014,53.7506012566792,France
FRA,2015,53.674314655643,France
FRA,2016,53.6471519583212,France
FRA,2017,54.2358188990981,France
FRA,2018,54.0117929206413,France
FRA,2019,52.8836258941335,France
FRA,2020,52.7903129828369,France
FRA,2021,52.9450105673903,France
FRA,2022,53.6963433078345,France
FRA,2023,51.4567664025785,France
FRA,2024,51.470096057264,France
FRA,2025,52.3298385475871,France
FRA,2026,52.396161650171,France
GBR,2000,36.2794057346444,United Kingdom
GBR,2001,36.0885565237948,United Kingdom
GBR,2002,35.3866333625191,United Kingdom
GBR,2003,35.4062013367108,United Kingdom
GBR,2004,36.7062931424873,United Kingdom
GBR,2005,37.4264296643005,United Kingdom
GBR,2006,37.8572201775276,United Kingdom
GBR,2007,38.1771559338003,United Kingdom
GBR,2008,38.8511668519308,United Kingdom
GBR,2009,36.8139129988682,United Kingdom
GBR,2010,37.7514715265568,United Kingdom
GBR,2011,38.0604151633736,United Kingdom
GBR,2012,37.2590474110593,United Kingdom
GBR,2013,38.2094180670202,United Kingdom
GBR,2014,37.2863675198633,United Kingdom
GBR,2015,37.5260371283226,United Kingdom
GBR,2016,37.958703183182,United Kingdom
GBR,2017,38.3085338605069,United Kingdom
GBR,2018,38.2439067969141,United Kingdom
GBR,2019,38.0171250190305,United Kingdom
GBR,2020,38.8298222824655,United Kingdom
GBR,2021,39.521546921364,United Kingdom
GBR,2022,40.5407468338197,United Kingdom
GBR,2023,40.2497452913416,United Kingdom
GBR,2024,39.862165636472,United Kingdom
GBR,2025,40.6294052036041,United Kingdom
GBR,2026,40.9997673240011,United Kingdom
ISR,2000,43.2944573374793,Israel
ISR,2001,43.010845266245,Israel
ISR,2002,42.7523785602038,Israel
ISR,2003,41.39287171311,Israel
ISR,2004,40.4714143271372,Israel
ISR,2005,40.4142895990318,Israel
ISR,2006,41.5022985521672,Israel
ISR,2007,40.540826112216,Israel
ISR,2008,38.5448678441002,Israel
ISR,2009,35.589818053306,Israel
ISR,2010,36.7217524284637,Israel
ISR,2011,36.6248102445827,Israel
ISR,2012,35.8374452005315,Israel
ISR,2013,36.335784932154,Israel
ISR,2014,36.7153530999487,Israel
ISR,2015,37.0978188684704,Israel
ISR,2016,36.8934498817264,Israel
ISR,2017,37.9430823151604,Israel
ISR,2018,36.339492099562,Israel
ISR,2019,35.6093824250181,Israel
ISR,2020,34.825312894301,Israel
ISR,2021,37.3145556453854,Israel
ISR,2022,37.827726149138,Israel
ISR,2023,34.852663558573,Israel
ISR,2024,36.2250603672067,Israel
ISR,2025,38.253262958126,Israel
ISR,2026,38.3342915351613,Israel
ITA,2000,43.9483906772484,Italy
ITA,2001,43.9510046857647,Italy
ITA,2002,43.6134470085812,Italy
ITA,2003,43.7423269919808,Italy
ITA,2004,43.2058408232661,Italy
ITA,2005,42.954870852546,Italy
ITA,2006,43.9544560470184,Italy
ITA,2007,45.2744302403413,Italy
ITA,2008,45.1668995531598,Italy
ITA,2009,45.9960925602026,Italy
ITA,2010,45.637420623035,Italy
ITA,2011,45.5022527065453,Italy
ITA,2012,47.4953587133554,Italy
ITA,2013,48.0261411365771,Italy
ITA,2014,47.896508697386,Italy
ITA,2015,47.7846786757643,Italy
ITA,2016,46.5752423488571,Italy
ITA,2017,46.2740617835491,Italy
ITA,2018,46.1286941346666,Italy
ITA,2019,46.9737170967607,Italy
ITA,2020,47.4049801908646,Italy
ITA,2021,47.163661477633,Italy
ITA,2022,46.8330306499859,Italy
ITA,2023,46.4925684563621,Italy
ITA,2024,47.0486110322698,Italy
ITA,2025,48.091425469889,Italy
ITA,2026,48.5065052325181,Italy
JPN,2000,29.2465678372546,Japan
JPN,2001,29.5752307064844,Japan
JPN,2002,28.6442863303479,Japan
JPN,2003,28.2842111536804,Japan
JPN,2004,29.0803190625314,Japan
JPN,2005,29.8211045584192,Japan
JPN,2006,30.7136917601181,Japan
JPN,2007,30.9314579733405,Japan
JPN,2008,30.7197872713415,Japan
JPN,2009,29.8187265863601,Japan
JPN,2010,29.4858122141101,Japan
JPN,2011,30.5133724573075,Japan
JPN,2012,31.2161614003011,Japan
JPN,2013,31.8578026804998,Japan
JPN,2014,33.2602997222536,Japan
JPN,2015,34.0175691142438,Japan
JPN,2016,33.9923819712769,Japan
JPN,2017,33.9512208932986,Japan
JPN,2018,34.6061360610338,Japan
JPN,2019,34.4735831011734,Japan
JPN,2020,35.6191693488074,Japan
JPN,2021,36.1148212626903,Japan
JPN,2022,37.0726267033507,Japan
JPN,2023,36.4774603795141,Japan
JPN,2024,36.7141904115778,Japan
JPN,2025,36.9068900560526,Japan
JPN,2026,37.2385257837347,Japan
KOR,2000,26.8308835226957,South Korea
KOR,2001,27.1886883326048,South Korea
KOR,2002,27.0559429157034,South Korea
KOR,2003,28.0118915723411,South Korea
KOR,2004,27.0971241146723,South Korea
KOR,2005,28.2040102474388,South Korea
KOR,2006,29.4120037886004,South Korea
KOR,2007,30.8011528535806,South Korea
KOR,2008,30.6971311908081,South Korea
KOR,2009,29.7668097526857,South Korea
KOR,2010,29.2226408561842,South Korea
KOR,2011,30.059894699317,South Korea
KOR,2012,30.4326298964009,South Korea
KOR,2013,29.9857053574736,South Korea
KOR,2014,30.1848287017877,South Korea
KOR,2015,30.1063623410687,South Korea
KOR,2016,30.8841235582724,South Korea
KOR,2017,31.3112787801269,South Korea
KOR,2018,32.3609343317516,South Korea
KOR,2019,32.8898693875603,South Korea
KOR,2020,33.3710782579615,South Korea
KOR,2021,35.1141471335737,South Korea
KOR,2022,37.0424930226873,South Korea
KOR,2023,34.7551492152946,South Korea
KOR,2024,33.6057458659994,South Korea
KOR,2025,34.4691502199027,South Korea
KOR,2026,33.4236828677221,South Korea
NLD,2000,44.3279484322776,Netherlands
NLD,2001,43.5949664756014,Netherlands
NLD,2002,42.540967474519,Netherlands
NLD,2003,42.5272656704832,Netherlands
NLD,2004,42.8943502824859,Netherlands
NLD,2005,42.9373706378728,Netherlands
NLD,2006,43.9859309274561,Netherlands
NLD,2007,43.0950951465163,Netherlands
NLD,2008,44.1925045361464,Netherlands
NLD,2009,43.3638836085291,Netherlands
NLD,2010,43.5893964504408,Netherlands
NLD,2011,43.3755482757148,Netherlands
NLD,2012,43.8329094913744,Netherlands
NLD,2013,44.6657732720777,Netherlands
NLD,2014,44.561777290569,Netherlands
NLD,2015,43.4142385796603,Netherlands
NLD,2016,44.1332405969006,Netherlands
NLD,2017,44.0993325726641,Netherlands
NLD,2018,43.9295016782593,Netherlands
NLD,2019,44.0084557015725,Netherlands
NLD,2020,44.0894991237942,Netherlands
NLD,2021,43.653644386842,Netherlands
NLD,2022,43.2817147372183,Netherlands
NLD,2023,43.6343705893446,Netherlands
NLD,2024,43.5550966140281,Netherlands
NLD,2025,43.2692307692306,Netherlands
NLD,2026,43.7573392470422,Netherlands
NOR,2000,57.7003443949914,Norway
NOR,2001,57.5043292913801,Norway
NOR,2002,56.2704283723083,Norway
NOR,2003,55.4553953114899,Norway
NOR,2004,56.0563418033665,Norway
NOR,2005,56.7945133105055,Norway
NOR,2006,58.4347210507826,Norway
NOR,2007,57.8576490303645,Norway
NOR,2008,57.999439608417,Norway
NOR,2009,55.4418747472929,Norway
NOR,2010,54.9272150768634,Norway
NOR,2011,55.9016570241753,Norway
NOR,2012,55.3992960300864,Norway
NOR,2013,53.3590774472613,Norway
NOR,2014,52.9656788248772,Norway
NOR,2015,53.1808156956638,Norway
NOR,2016,53.4335015227118,Norway
NOR,2017,53.1166492356124,Norway
NOR,2018,54.4107610955743,Norway
NOR,2019,55.4080416097362,Norway
NOR,2020,52.8865372721802,Norway
NOR,2021,55.4081853338384,Norway
NOR,2022,61.5663325378313,Norway
NOR,2023,60.8768907119483,Norway
NOR,2024,60.4983129401697,Norway
NOR,2025,59.9069929796175,Norway
NOR,2026,59.9843054188214,Norway
NZL,2000,35.538217623498,New Zealand
NZL,2001,34.8071663869725,New Zealand
NZL,2002,36.2375446616809,New Zealand
NZL,2003,36.5730103806229,New Zealand
NZL,2004,37.0100544779306,New Zealand
NZL,2005,38.707737251364,New Zealand
NZL,2006,40.3626680929984,New Zealand
NZL,2007,39.3273835670742,New Zealand
NZL,2008,38.0541508638854,New Zealand
NZL,2009,35.0842784603457,New Zealand
NZL,2010,36.9174167913467,New Zealand
NZL,2011,36.7753364354308,New Zealand
NZL,2012,37.7647930630401,New Zealand
NZL,2013,37.5696040926677,New Zealand
NZL,2014,38.0167416525657,New Zealand
NZL,2015,36.6750975595245,New Zealand
NZL,2016,37.7664809106329,New Zealand
NZL,2017,37.2507942919059,New Zealand
NZL,2018,36.9871411380194,New Zealand
NZL,2019,37.9454035956304,New Zealand
NZL,2020,36.876982627641,New Zealand
NZL,2021,39.1724283198829,New Zealand
NZL,2022,38.3794798594046,New Zealand
NZL,2023,38.6590115217774,New Zealand
NZL,2024,39.0423099090068,New Zealand
NZL,2025,38.9237680156954,New Zealand
NZL,2026,38.7940884358612,New Zealand
SWE,2000,56.225015486869,Sweden
SWE,2001,53.9239490750137,Sweden
SWE,2002,52.1300729290196,Sweden
SWE,2003,52.5760552457624,Sweden
SWE,2004,52.9655925297499,Sweden
SWE,2005,54.4067978313742,Sweden
SWE,2006,53.3610928496786,Sweden
SWE,2007,52.781363475518,Sweden
SWE,2008,52.3620891282786,Sweden
SWE,2009,51.8785105493229,Sweden
SWE,2010,50.8323770001107,Sweden
SWE,2011,49.8859099845058,Sweden
SWE,2012,50.1242329803499,Sweden
SWE,2013,50.7667958619017,Sweden
SWE,2014,49.8230857322388,Sweden
SWE,2015,50.099699058298,Sweden
SWE,2016,51.5081650284113,Sweden
SWE,2017,51.5549126795276,Sweden
SWE,2018,51.4811962324922,Sweden
SWE,2019,50.2284081619335,Sweden
SWE,2020,49.9480176346856,Sweden
SWE,2021,50.3541552182484,Sweden
SWE,2022,50.4768473256171,Sweden
SWE,2023,49.1045163776544,Sweden
SWE,2024,48.9479128630044,Sweden
SWE,2025,48.4589991971748,Sweden
SWE,2026,48.3256333014561,Sweden
USA,2000,34.6763712287405,United States
USA,2001,33.8432380145435,United States
USA,2002,31.515137367223,United States
USA,2003,30.9340278678835,United States
USA,2004,31.1834214819714,United States
USA,2005,32.590754844796,United States
USA,2006,33.4409674206293,United States
USA,2007,33.5313722453019,United States
USA,2008,32.4908819948839,United States
USA,2009,30.2587829877638,United States
USA,2010,30.8013430486377,United States
USA,2011,31.0832401121776,United States
USA,2012,30.9944922194393,United States
USA,2013,33.0706481682251,United States
USA,2014,33.0271135337093,United States
USA,2015,33.2429334782325,United States
USA,2016,32.7515498642356,United States
USA,2017,33.4270206419735,United States
USA,2018,31.6924069454019,United States
USA,2019,31.6681156248904,United States
USA,2020,32.3877208166827,United States
USA,2021,33.5139245505459,United States
USA,2022,34.8031145884266,United States
USA,2023,31.4585867250607,United States
USA,2024,31.7424801892067,United States
USA,2025,32.5343897398769,United States
USA,2026,32.1808290696358,United States
