country_code,year,unemployment_rate,country_name
FIN,2010,8.54166666666667,Finland
FIN,2011,7.96666666666667,Finland
FIN,2012,7.80833333333334,Finland
FIN,2013,8.3,Finland
FIN,2014,8.75,Finland
FIN,2015,9.45833333333333,Finland
FIN,2016,8.91666666666667,Finland
FIN,2017,8.76666666666667,Finland
FIN,2018,7.43333333333333,Finland
FIN,2019,6.74166666666667,Finland
FIN,2020,7.725,Finland
FIN,2021,7.675,Finland
FIN,2022,6.76666666666667,Finland
FIN,2023,7.21666666666667,Finland
FIN,2024,8.38333333333333,Finland
FIN,2025,9.68333333333332,Finland
FRA,2000,9.55833333333332,France
FRA,2001,8.74166666666667,France
FRA,2002,8.63333333333333,France
FRA,2003,8.50833333333333,France
FRA,2004,8.875,France
FRA,2005,8.89166666666667,France
FRA,2006,8.85,France
FRA,2007,8.025,France
FRA,2008,7.44166666666667,France
FRA,2009,9.125,France
FRA,2010,9.28333333333333,France
FRA,2011,9.2,France
FRA,2012,9.75833333333333,France
FRA,2013,10.3,France
FRA,2014,10.2666666666667,France
FRA,2015,10.3583333333334,France
FRA,2016,10.0583333333333,France
FRA,2017,9.41666666666666,France
FRA,2018,9.01666666666667,France
FRA,2019,8.44166666666666,France
FRA,2020,8.03333333333333,France
FRA,2021,7.875,France
FRA,2022,7.31666666666667,France
FRA,2023,7.35,France
FRA,2024,7.39166666666667,France
FRA,2025,7.6833333333,France
GBR,2000,5.45,United Kingdom
GBR,2001,5.075,United Kingdom
GBR,2002,5.175,United Kingdom
GBR,2003,5.025,United Kingdom
GBR,2004,4.75,United Kingdom
GBR,2005,4.8,United Kingdom
GBR,2006,5.425,United Kingdom
GBR,2007,5.325,United Kingdom
GBR,2008,5.7,United Kingdom
GBR,2009,7.625,United Kingdom
GBR,2010,7.875,United Kingdom
GBR,2011,8.125,United Kingdom
GBR,2012,7.975,United Kingdom
GBR,2013,7.6,United Kingdom
GBR,2014,6.175,United Kingdom
GBR,2015,5.35,United Kingdom
GBR,2016,4.9,United Kingdom
GBR,2017,4.425,United Kingdom
GBR,2018,4.1,United Kingdom
GBR,2019,3.825,United Kingdom
GBR,2020,4.6,United Kingdom
GBR,2021,4.55,United Kingdom
GBR,2022,3.8,United Kingdom
GBR,2023,4.05,United Kingdom
GBR,2024,4.275,United Kingdom
GBR,2025,4.825,United Kingdom
IRL,2000,4.4,Ireland
IRL,2001,4.175,Ireland
IRL,2002,4.725,Ireland
IRL,2003,4.85,Ireland
IRL,2004,4.74166666666666,Ireland
IRL,2005,4.63333333333333,Ireland
IRL,2006,4.79166666666667,Ireland
IRL,2007,5.0,Ireland
IRL,2008,6.79166666666667,Ireland
IRL,2009,12.6583333333333,Ireland
IRL,2010,14.575,Ireland
IRL,2011,15.4083333333333,Ireland
IRL,2012,15.4833333333333,Ireland
IRL,2013,13.775,Ireland
IRL,2014,11.8833333333333,Ireland
IRL,2015,9.92500000000001,Ireland
IRL,2016,8.40833333333333,Ireland
IRL,2017,6.75,Ireland
IRL,2018,5.8,Ireland
IRL,2019,5.00833333333334,Ireland
IRL,2020,5.85833333333333,Ireland
IRL,2021,6.25833333333333,Ireland
IRL,2022,4.46666666666667,Ireland
IRL,2023,4.30833333333333,Ireland
IRL,2024,4.3,Ireland
IRL,2025,4.66666666666667,Ireland
ISR,2000,8.77060564775,Israel
ISR,2001,9.34813389125,Israel
ISR,2002,10.29843927275,Israel
ISR,2003,10.71265731925,Israel
ISR,2004,10.367712869,Israel
ISR,2005,8.9899031995,Israel
ISR,2006,8.40383747675,Israel
ISR,2007,7.31855804075,Israel
ISR,2008,6.0991404415,Israel
ISR,2009,7.5440865165,Israel
ISR,2010,6.63659478425,Israel
ISR,2011,5.6023763075,Israel
ISR,2012,6.85,Israel
ISR,2013,6.20833333333333,Israel
ISR,2014,5.90833333333333,Israel
ISR,2015,5.24166666666667,Israel
ISR,2016,4.80833333333333,Israel
ISR,2017,4.21666666666667,Israel
ISR,2018,4.0,Israel
ISR,2019,3.8,Israel
ISR,2020,4.325,Israel
ISR,2021,4.95833333333333,Israel
ISR,2022,3.76666666666666,Israel
ISR,2023,3.41666666666667,Israel
ISR,2024,2.96666666666667,Israel
ISR,2025,3.0,Israel
ITA,2000,10.05,Italy
ITA,2001,9.00833333333333,Italy
ITA,2002,8.475,Italy
ITA,2003,8.43333333333333,Italy
ITA,2004,8.05,Italy
ITA,2005,7.78333333333333,Italy
ITA,2006,6.86666666666666,Italy
ITA,2007,6.15,Italy
ITA,2008,6.775,Italy
ITA,2009,7.875,Italy
ITA,2010,8.54166666666666,Italy
ITA,2011,8.50833333333333,Italy
ITA,2012,10.8833333333333,Italy
ITA,2013,12.3666666666667,Italy
ITA,2014,12.825,Italy
ITA,2015,12.0,Italy
ITA,2016,11.75,Italy
ITA,2017,11.2583333333333,Italy
ITA,2018,10.6,Italy
ITA,2019,9.93333333333332,Italy
ITA,2020,9.3,Italy
ITA,2021,9.55833333333334,Italy
ITA,2022,8.075,Italy
ITA,2023,7.66666666666667,Italy
ITA,2024,6.51666666666667,Italy
ITA,2025,6.125,Italy
JPN,2000,4.71666666666667,Japan
JPN,2001,5.03333333333333,Japan
JPN,2002,5.375,Japan
JPN,2003,5.25833333333334,Japan
JPN,2004,4.71666666666667,Japan
JPN,2005,4.425,Japan
JPN,2006,4.14166666666667,Japan
JPN,2007,3.84166666666667,Japan
JPN,2008,3.99166666666666,Japan
JPN,2009,5.06666666666666,Japan
JPN,2010,5.05,Japan
JPN,2011,4.58333333333333,Japan
JPN,2012,4.35,Japan
JPN,2013,4.025,Japan
JPN,2014,3.59166666666667,Japan
JPN,2015,3.375,Japan
JPN,2016,3.11666666666666,Japan
JPN,2017,2.80833333333333,Japan
JPN,2018,2.44166666666667,Japan
JPN,2019,2.35,Japan
JPN,2020,2.775,Japan
JPN,2021,2.81666666666666,Japan
JPN,2022,2.6,Japan
JPN,2023,2.56666666666667,Japan
JPN,2024,2.55,Japan
JPN,2025,2.50833333333333,Japan
KOR,2000,4.425,South Korea
KOR,2001,4.0,South Korea
KOR,2002,3.25833333333333,South Korea
KOR,2003,3.55,South Korea
KOR,2004,3.65833333333333,South Korea
KOR,2005,3.75,South Korea
KOR,2006,3.475,South Korea
KOR,2007,3.25833333333333,South Korea
KOR,2008,3.175,South Korea
KOR,2009,3.63333333333333,South Korea
KOR,2010,3.70833333333334,South Korea
KOR,2011,3.40833333333333,South Korea
KOR,2012,3.225,South Korea
KOR,2013,3.1,South Korea
KOR,2014,3.49166666666667,South Korea
KOR,2015,3.59166666666667,South Korea
KOR,2016,3.675,South Korea
KOR,2017,3.68333333333333,South Korea
KOR,2018,3.83333333333333,South Korea
KOR,2019,3.78333333333333,South Korea
KOR,2020,3.94166666666667,South Korea
KOR,2021,3.675,South Korea
KOR,2022,2.88333333333334,South Korea
KOR,2023,2.70833333333333,South Korea
KOR,2024,2.8,South Korea
KOR,2025,2.79166666666667,South Korea
NLD,2000,3.66666666666667,Netherlands
NLD,2001,3.075,Netherlands
NLD,2002,3.66666666666667,Netherlands
NLD,2003,5.90833333333333,Netherlands
NLD,2004,6.775,Netherlands
NLD,2005,6.95833333333333,Netherlands
NLD,2006,6.08333333333333,Netherlands
NLD,2007,5.30833333333334,Netherlands
NLD,2008,4.75833333333333,Netherlands
NLD,2009,5.425,Netherlands
NLD,2010,6.06666666666667,Netherlands
NLD,2011,6.05,Netherlands
NLD,2012,6.81666666666667,Netherlands
NLD,2013,8.19166666666667,Netherlands
NLD,2014,8.35,Netherlands
NLD,2015,7.89166666666667,Netherlands
NLD,2016,7.0,Netherlands
NLD,2017,5.875,Netherlands
NLD,2018,4.86666666666667,Netherlands
NLD,2019,4.43333333333333,Netherlands
NLD,2020,4.85,Netherlands
NLD,2021,4.225,Netherlands
NLD,2022,3.54166666666667,Netherlands
NLD,2023,3.54166666666667,Netherlands
NLD,2024,3.66666666666667,Netherlands
NLD,2025,3.88333333333333,Netherlands
NOR,2000,3.24166666666666,Norway
NOR,2001,3.40833333333333,Norway
NOR,2002,3.66666666666666,Norway
NOR,2003,4.20833333333333,Norway
NOR,2004,4.275,Norway
NOR,2005,4.525,Norway
NOR,2006,3.6,Norway
NOR,2007,2.71666666666666,Norway
NOR,2008,2.93333333333333,Norway
NOR,2009,3.45833333333333,Norway
NOR,2010,3.95833333333333,Norway
NOR,2011,3.56666666666667,Norway
NOR,2012,3.48333333333333,Norway
NOR,2013,3.93333333333333,Norway
NOR,2014,3.775,Norway
NOR,2015,4.69166666666667,Norway
NOR,2016,4.90833333333333,Norway
NOR,2017,4.36666666666667,Norway
NOR,2018,3.99166666666667,Norway
NOR,2019,3.875,Norway
NOR,2020,4.75,Norway
NOR,2021,4.45833333333333,Norway
NOR,2022,3.23333333333333,Norway
NOR,2023,3.58333333333333,Norway
NOR,2024,4.025,Norway
NOR,2025,4.50833333333333,Norway
NZL,2000,6.15,New Zealand
NZL,2001,5.45,New Zealand
NZL,2002,5.3,New Zealand
NZL,2003,4.775,New Zealand
NZL,2004,4.025,New Zealand
NZL,2005,3.825,New Zealand
NZL,2006,3.85,New Zealand
NZL,2007,3.575,New Zealand
NZL,2008,4.025,New Zealand
NZL,2009,5.875,New Zealand
NZL,2010,6.225,New Zealand
NZL,2011,6.025,New Zealand
NZL,2012,6.475,New Zealand
NZL,2013,5.85,New Zealand
NZL,2014,5.425,New Zealand
NZL,2015,5.4,New Zealand
NZL,2016,5.125,New Zealand
NZL,2017,4.725,New Zealand
NZL,2018,4.325,New Zealand
NZL,2019,4.1,New Zealand
NZL,2020,4.6,New Zealand
NZL,2021,3.8,New Zealand
NZL,2022,3.325,New Zealand
NZL,2023,3.775,New Zealand
NZL,2024,4.75,New Zealand
NZL,2025,5.275,New Zealand
SWE,2000,5.6,Sweden
SWE,2001,5.9666666667,Sweden
SWE,2002,6.0833333333,Sweden
SWE,2003,6.6916666666,Sweden
SWE,2004,7.5166666667,Sweden
SWE,2005,7.9083333333,Sweden
SWE,2006,7.1666666667,Sweden
SWE,2007,6.2416666666,Sweden
SWE,2008,6.275,Sweden
SWE,2009,8.4166666667,Sweden
SWE,2010,8.7,Sweden
SWE,2011,7.875,Sweden
SWE,2012,8.0666666667,Sweden
SWE,2013,8.1083333333,Sweden
SWE,2014,8.0416666667,Sweden
SWE,2015,7.5166666667,Sweden
SWE,2016,7.0583333333,Sweden
SWE,2017,6.7833333333,Sweden
SWE,2018,6.4333333333,Sweden
SWE,2019,6.90833333333333,Sweden
SWE,2020,8.48333333333333,Sweden
SWE,2021,8.89166666666667,Sweden
SWE,2022,7.48333333333333,Sweden
SWE,2023,7.66666666666667,Sweden
SWE,2024,8.35,Sweden
SWE,2025,8.86666666666667,Sweden
USA,2000,3.99166666666667,United States
USA,2001,4.73333333333333,United States
USA,2002,5.775,United States
USA,2003,5.99166666666667,United States
USA,2004,5.53333333333333,United States
USA,2005,5.06666666666667,United States
USA,2006,4.61666666666667,United States
USA,2007,4.61666666666667,United States
USA,2008,5.775,United States
USA,2009,9.26666666666667,United States
USA,2010,9.61666666666667,United States
USA,2011,8.95,United States
USA,2012,8.06666666666666,United States
USA,2013,7.375,United States
USA,2014,6.16666666666667,United States
USA,2015,5.29166666666667,United States
USA,2016,4.86666666666667,United States
USA,2017,4.35,United States
USA,2018,3.9,United States
USA,2019,3.66666666666667,United States
USA,2020,8.09166666666667,United States
USA,2021,5.36666666666667,United States
USA,2022,3.65,United States
USA,2023,3.63333333333333,United States
USA,2024,4.01666666666667,United States
USA,2025,4.29090909090909,United States
