country_code,country_name,year,investment_pct_gdp
FRA,France,2011,21.6992927837053
FRA,France,2012,21.6559249264002
FRA,France,2013,21.2695637926893
FRA,France,2014,20.9583861621479
FRA,France,2015,20.5598696757557
FRA,France,2016,20.9212601092418
FRA,France,2017,21.4204336075644
FRA,France,2018,21.8753900672966
FRA,France,2019,22.4160955392444
FRA,France,2020,22.4362308511816
FRA,France,2021,23.4832287343303
FRA,France,2022,23.4857708214613
FRA,France,2023,22.8344674932245
FRA,France,2024,22.096846539157
GBR,United Kingdom,2000,18.2268711999631
GBR,United Kingdom,2001,18.1067705481417
GBR,United Kingdom,2002,18.1258715971091
GBR,United Kingdom,2003,17.8654766487499
GBR,United Kingdom,2004,17.7987601938902
GBR,United Kingdom,2005,18.1300681489885
GBR,United Kingdom,2006,18.3547575232734
GBR,United Kingdom,2007,18.8197810313528
GBR,United Kingdom,2008,18.4126120244636
GBR,United Kingdom,2009,16.988851517085
GBR,United Kingdom,2010,16.5928041098154
GBR,United Kingdom,2011,16.1811317139187
GBR,United Kingdom,2012,16.2721553248286
GBR,United Kingdom,2013,16.5945808776841
GBR,United Kingdom,2014,17.1780619988843
GBR,United Kingdom,2015,17.9499547721596
GBR,United Kingdom,2016,18.568952315869
GBR,United Kingdom,2017,18.9676629369709
GBR,United Kingdom,2018,18.6901207841924
GBR,United Kingdom,2019,18.8313068890229
GBR,United Kingdom,2020,18.2216480289167
GBR,United Kingdom,2021,18.5366124585172
GBR,United Kingdom,2022,19.0026614241506
GBR,United Kingdom,2023,18.897529362349
GBR,United Kingdom,2024,18.6678876534931
ISR,Israel,2000,24.1478726032343
ISR,Israel,2001,23.6684352931287
ISR,Israel,2002,23.4140223844774
ISR,Israel,2003,22.2905227404721
ISR,Israel,2004,21.6520809458584
ISR,Israel,2005,22.1384653006704
ISR,Israel,2006,22.5138702322277
ISR,Israel,2007,23.2829995885876
ISR,Israel,2008,22.8048079143904
ISR,Israel,2009,21.4162007350418
ISR,Israel,2010,21.4972128571582
ISR,Israel,2011,22.799180846915
ISR,Israel,2012,23.5166996385456
ISR,Israel,2013,22.6365566790104
ISR,Israel,2014,22.019859037139
ISR,Israel,2015,21.2527575864143
ISR,Israel,2016,22.5311383826973
ISR,Israel,2017,22.2172081449299
ISR,Israel,2018,23.4276848032062
ISR,Israel,2019,23.1147756228415
ISR,Israel,2020,22.7316271985904
ISR,Israel,2021,23.7759771441089
ISR,Israel,2022,24.9072115602203
ISR,Israel,2023,24.3607256502322
ISR,Israel,2024,22.690494387869
ITA,Italy,2000,21.2257586739508
ITA,Italy,2001,21.191892455513
ITA,Italy,2002,21.81208675062
ITA,Italy,2003,21.2842346571997
ITA,Italy,2004,21.3598020854476
ITA,Italy,2005,21.6734394073244
ITA,Italy,2006,21.9242418666958
ITA,Italy,2007,21.9944755997434
ITA,Italy,2008,21.562045770846
ITA,Italy,2009,20.3159597572588
ITA,Italy,2010,20.2386645229593
ITA,Italy,2011,19.9088467204091
ITA,Italy,2012,18.4823918939236
ITA,Italy,2013,17.3118980803026
ITA,Italy,2014,16.8397294480548
ITA,Italy,2015,17.0809179970368
ITA,Italy,2016,17.2934651927051
ITA,Italy,2017,17.5794629155864
ITA,Italy,2018,17.9722011780771
ITA,Italy,2019,18.1291790303995
ITA,Italy,2020,18.2018164062184
ITA,Italy,2021,20.7705217357607
ITA,Italy,2022,21.7757352760856
ITA,Italy,2023,22.6587144031483
ITA,Italy,2024,22.1523278072561
JPN,Japan,2000,28.4871419080841
JPN,Japan,2001,27.7309731011096
JPN,Japan,2002,26.2604182019213
JPN,Japan,2003,25.7133538154767
JPN,Japan,2004,25.3239274810451
JPN,Japan,2005,25.9010440257525
JPN,Japan,2006,26.0446863446433
JPN,Japan,2007,25.4051268567059
JPN,Japan,2008,25.2928155191183
JPN,Japan,2009,23.624293447427
JPN,Japan,2010,22.6196594231882
JPN,Japan,2011,23.3511623002885
JPN,Japan,2012,23.7736492973571
JPN,Japan,2013,24.5565269630113
JPN,Japan,2014,25.0845490939861
JPN,Japan,2015,24.9714561746572
JPN,Japan,2016,24.7606842913738
JPN,Japan,2017,25.0073498435107
JPN,Japan,2018,25.2677675892842
JPN,Japan,2019,25.5475785734924
JPN,Japan,2020,25.4716981132075
JPN,Japan,2021,25.5546376460195
JPN,Japan,2022,26.2617706144091
JPN,Japan,2023,26.0120879352945
JPN,Japan,2024,26.0840902660166
KOR,South Korea,2000,31.4951209990461
KOR,South Korea,2001,30.5058350146188
KOR,South Korea,2002,30.187571612987
KOR,South Korea,2003,31.0719624895722
KOR,South Korea,2004,30.9148949506372
KOR,South Korea,2005,30.4585673582197
KOR,South Korea,2006,30.5042866575012
KOR,South Korea,2007,30.0691213268305
KOR,South Korea,2008,30.8917515930741
KOR,South Korea,2009,30.8870549838266
KOR,South Korea,2010,30.4627998691082
KOR,South Korea,2011,30.579957304265
KOR,South Korea,2012,29.8554284944494
KOR,South Korea,2013,29.2348610530955
KOR,South Korea,2014,29.1925808527488
KOR,South Korea,2015,29.1800840544677
KOR,South Korea,2016,29.8662168895967
KOR,South Korea,2017,31.6985138146943
KOR,South Korea,2018,30.4949863588202
KOR,South Korea,2019,30.112526532099
KOR,South Korea,2020,31.0409083655236
KOR,South Korea,2021,31.4877644393711
KOR,South Korea,2022,31.9338930962313
KOR,South Korea,2023,31.4470154989809
KOR,South Korea,2024,30.029371211707
NLD,Netherlands,2000,22.5278698603024
NLD,Netherlands,2001,22.0921396195394
NLD,Netherlands,2002,21.0144740217259
NLD,Netherlands,2003,20.5161768961412
NLD,Netherlands,2004,20.1789782400536
NLD,Netherlands,2005,20.3123361573035
NLD,Netherlands,2006,20.9095675502686
NLD,Netherlands,2007,23.1038497049496
NLD,Netherlands,2008,21.931094627813
NLD,Netherlands,2009,21.0824646565308
NLD,Netherlands,2010,19.4400813658009
NLD,Netherlands,2011,19.9314647728018
NLD,Netherlands,2012,18.5904058143633
NLD,Netherlands,2013,18.1992196127512
NLD,Netherlands,2014,17.3898179706967
NLD,Netherlands,2015,21.8068437801695
NLD,Netherlands,2016,19.2941993265526
NLD,Netherlands,2017,19.7582508613445
NLD,Netherlands,2018,19.9510208021868
NLD,Netherlands,2019,20.9075559765573
NLD,Netherlands,2020,21.2739585259834
NLD,Netherlands,2021,20.6858841343727
NLD,Netherlands,2022,20.4686965446459
NLD,Netherlands,2023,20.3464703994637
NLD,Netherlands,2024,19.849010075201
NOR,Norway,2000,19.7994608821495
NOR,Norway,2001,19.4990387487649
NOR,Norway,2002,19.3890591984758
NOR,Norway,2003,18.8415702283426
NOR,Norway,2004,19.5897597648484
NOR,Norway,2005,20.2992232993179
NOR,Norway,2006,20.8689402666492
NOR,Norway,2007,23.4914035999041
NOR,Norway,2008,22.4854555543479
NOR,Norway,2009,23.153019700686
NOR,Norway,2010,20.6378334435552
NOR,Norway,2011,21.3819281554801
NOR,Norway,2012,22.3052199034421
NOR,Norway,2013,23.4320551008224
NOR,Norway,2014,23.7087320543897
NOR,Norway,2015,23.6895734211067
NOR,Norway,2016,25.0585118588206
NOR,Norway,2017,24.3563320185983
NOR,Norway,2018,23.7742134177864
NOR,Norway,2019,26.6268216540907
NOR,Norway,2020,27.4365570585644
NOR,Norway,2021,22.9458564440552
NOR,Norway,2022,18.376163568034
NOR,Norway,2023,21.6527928031412
NOR,Norway,2024,21.9878128147487
NZL,New Zealand,2000,20.8504743864685
NZL,New Zealand,2001,21.4867300640189
NZL,New Zealand,2002,21.9372544958241
NZL,New Zealand,2003,23.257117548546
NZL,New Zealand,2004,24.2179361926513
NZL,New Zealand,2005,24.7457606314097
NZL,New Zealand,2006,23.913397362852
NZL,New Zealand,2007,23.9129386681523
NZL,New Zealand,2008,22.8770392064939
NZL,New Zealand,2009,20.3634011223437
NZL,New Zealand,2010,19.9528098265442
NZL,New Zealand,2011,20.0543911473719
NZL,New Zealand,2012,20.9139799748538
NZL,New Zealand,2013,21.3856999338834
NZL,New Zealand,2014,22.5410325337461
NZL,New Zealand,2015,22.9104468851856
NZL,New Zealand,2016,22.6227420144526
NZL,New Zealand,2017,22.9685609809744
NZL,New Zealand,2018,23.511133451272
NZL,New Zealand,2019,23.5236625355301
NZL,New Zealand,2020,23.2335070501425
NZL,New Zealand,2021,24.6138678935261
NZL,New Zealand,2022,25.3715792977793
NZL,New Zealand,2023,24.7040195587726
NZL,New Zealand,2024,23.2066715516941
SWE,Sweden,2000,21.7434172971739
SWE,Sweden,2001,22.1805552893982
SWE,Sweden,2002,21.6669413046726
SWE,Sweden,2003,21.0990556783309
SWE,Sweden,2004,21.3471687403972
SWE,Sweden,2005,21.5097260897802
SWE,Sweden,2006,22.5576014619411
SWE,Sweden,2007,23.5097905127659
SWE,Sweden,2008,23.9954149226696
SWE,Sweden,2009,22.0664924860152
SWE,Sweden,2010,22.0467665339345
SWE,Sweden,2011,22.4066937719191
SWE,Sweden,2012,22.2577020508821
SWE,Sweden,2013,21.96568388342
SWE,Sweden,2014,22.6931835326185
SWE,Sweden,2015,23.2410511527473
SWE,Sweden,2016,23.8714205355535
SWE,Sweden,2017,24.5812672645971
SWE,Sweden,2018,24.6138158333991
SWE,Sweden,2019,23.8411457244241
SWE,Sweden,2020,24.5326066682559
SWE,Sweden,2021,25.1158043176516
SWE,Sweden,2022,25.590797768041
SWE,Sweden,2023,25.4119400890775
SWE,Sweden,2024,25.0968871804526
USA,United States,2000,23.1462885256504
USA,United States,2001,22.5385071620869
USA,United States,2002,21.5398908373713
USA,United States,2003,21.6226206280687
USA,United States,2004,22.1277420778003
USA,United States,2005,22.9346369798954
USA,United States,2006,23.038167049868
USA,United States,2007,22.3230160837388
USA,United States,2008,21.235478492072
USA,United States,2009,18.8101380427197
USA,United States,2010,18.3139445259228
USA,United States,2011,18.7369868048565
USA,United States,2012,19.5126025510627
USA,United States,2013,19.7983980671233
USA,United States,2014,20.4864937674979
USA,United States,2015,20.7502235317815
USA,United States,2016,20.8016632416177
USA,United States,2017,21.1343937588394
USA,United States,2018,21.4240428649128
USA,United States,2019,21.4897485242357
USA,United States,2020,21.8887242742465
USA,United States,2021,21.6159536186479
USA,United States,2022,21.7099777470183
USA,United States,2023,21.7264982141848
USA,United States,2024,21.6987566313724
