country_code,year,gdp_per_capita,country_name
KOR,2009,30739.854371,South Korea
KOR,2010,33120.426788,South Korea
KOR,2011,33944.005129,South Korea
KOR,2012,35061.450514,South Korea
KOR,2013,35844.149337,South Korea
KOR,2014,37031.923567,South Korea
KOR,2015,39794.154766,South Korea
KOR,2016,41672.467561,South Korea
KOR,2017,43155.835282,South Korea
KOR,2018,45511.131505,South Korea
KOR,2019,46511.059739,South Korea
KOR,2020,47881.712884,South Korea
KOR,2021,51717.791333,South Korea
KOR,2022,55508.873891,South Korea
KOR,2023,57429.379953,South Korea
KOR,2024,61051.425954,South Korea
NLD,2000,31893.686152,Netherlands
NLD,2001,33259.825002,Netherlands
NLD,2002,34568.306846,Netherlands
NLD,2003,34287.036685,Netherlands
NLD,2004,35960.227474,Netherlands
NLD,2005,37778.175906,Netherlands
NLD,2006,41208.323426,Netherlands
NLD,2007,44202.597716,Netherlands
NLD,2008,46713.179,Netherlands
NLD,2009,44960.23569,Netherlands
NLD,2010,45302.347175,Netherlands
NLD,2011,47004.345499,Netherlands
NLD,2012,47653.204285,Netherlands
NLD,2013,49623.330638,Netherlands
NLD,2014,49751.324397,Netherlands
NLD,2015,50956.451344,Netherlands
NLD,2016,53163.284899,Netherlands
NLD,2017,56038.531947,Netherlands
NLD,2018,58818.011031,Netherlands
NLD,2019,62344.802006,Netherlands
NLD,2020,62594.830591,Netherlands
NLD,2021,68573.754723,Netherlands
NLD,2022,78630.300762,Netherlands
NLD,2023,80392.102341,Netherlands
NLD,2024,85285.567913,Netherlands
NOR,2000,36994.135028,Norway
NOR,2001,37827.367391,Norway
NOR,2002,38057.575494,Norway
NOR,2003,38678.554058,Norway
NOR,2004,42666.380988,Norway
NOR,2005,47969.885364,Norway
NOR,2006,54353.805227,Norway
NOR,2007,56181.080422,Norway
NOR,2008,62075.513764,Norway
NOR,2009,55644.454433,Norway
NOR,2010,58216.134563,Norway
NOR,2011,62461.20278,Norway
NOR,2012,65768.753269,Norway
NOR,2013,67372.928181,Norway
NOR,2014,66335.459647,Norway
NOR,2015,60721.583813,Norway
NOR,2016,59263.430471,Norway
NOR,2017,64589.163172,Norway
NOR,2018,70252.735449,Norway
NOR,2019,70938.225099,Norway
NOR,2020,67116.532811,Norway
NOR,2021,88989.40896,Norway
NOR,2022,125492.463965,Norway
NOR,2023,103630.029267,Norway
NOR,2024,102014.205527,Norway
NZL,2000,21457.502218,New Zealand
NZL,2001,22401.407165,New Zealand
NZL,2002,23180.407929,New Zealand
NZL,2003,23891.10889,New Zealand
NZL,2004,25039.217361,New Zealand
NZL,2005,25590.441556,New Zealand
NZL,2006,27652.229909,New Zealand
NZL,2007,29251.732888,New Zealand
NZL,2008,29817.097495,New Zealand
NZL,2009,30637.219769,New Zealand
NZL,2010,31218.343524,New Zealand
NZL,2011,32675.793612,New Zealand
NZL,2012,32983.204245,New Zealand
NZL,2013,36105.016958,New Zealand
NZL,2014,37122.540646,New Zealand
NZL,2015,37280.355821,New Zealand
NZL,2016,39751.822395,New Zealand
NZL,2017,42033.057413,New Zealand
NZL,2018,42362.184826,New Zealand
NZL,2019,44995.093027,New Zealand
NZL,2020,45471.922732,New Zealand
NZL,2021,48248.579545,New Zealand
NZL,2022,53787.279041,New Zealand
NZL,2023,54373.218942,New Zealand
NZL,2024,55538.627919,New Zealand
SWE,2000,29638.924158,Sweden
SWE,2001,29943.192415,Sweden
SWE,2002,30980.881294,Sweden
SWE,2003,31789.075554,Sweden
SWE,2004,33804.81695,Sweden
SWE,2005,34208.914617,Sweden
SWE,2006,37660.109595,Sweden
SWE,2007,40821.942458,Sweden
SWE,2008,41913.489431,Sweden
SWE,2009,40102.527574,Sweden
SWE,2010,41956.291951,Sweden
SWE,2011,44334.246331,Sweden
SWE,2012,45216.868117,Sweden
SWE,2013,46104.879291,Sweden
SWE,2014,46836.782787,Sweden
SWE,2015,48762.744179,Sweden
SWE,2016,50215.031704,Sweden
SWE,2017,51386.592307,Sweden
SWE,2018,52962.188337,Sweden
SWE,2019,56881.050434,Sweden
SWE,2020,57396.259715,Sweden
SWE,2021,62190.857743,Sweden
SWE,2022,66263.391463,Sweden
SWE,2023,68052.463005,Sweden
SWE,2024,70811.519083,Sweden
USA,2000,36299.662179,United States
USA,2001,37100.259855,United States
USA,2002,37954.255361,United States
USA,2003,39419.885806,United States
USA,2004,41659.613397,United States
USA,2005,44052.400557,United States
USA,2006,46234.163576,United States
USA,2007,47976.184512,United States
USA,2008,48498.453811,United States
USA,2009,47122.976733,United States
USA,2010,48570.346571,United States
USA,2011,49951.892299,United States
USA,2012,51644.919129,United States
USA,2013,53234.733183,United States
USA,2014,55094.20052,United States
USA,2015,56796.977767,United States
USA,2016,57930.913353,United States
USA,2017,60001.581167,United States
USA,2018,62825.006014,United States
USA,2019,65171.438574,United States
USA,2020,64414.422123,United States
USA,2021,71354.679507,United States
USA,2022,77926.16719,United States
USA,2023,82505.457048,United States
USA,2024,86146.556109,United States
